Wall time,Step,Value
1716245052.5212655,2048,-7.420000076293945
1716245066.9835832,4096,-4.539999961853027
1716245079.727365,6144,-2.930000066757202
1716245091.7900496,8192,-1.7400000095367432
1716245104.0663688,10240,-0.5
1716245117.9138153,12288,2.240000009536743
1716245131.781899,14336,3.5399999618530273
1716245144.1665568,16384,4.090000152587891
1716245156.1159256,18432,4.139999866485596
1716245168.863277,20480,4.78000020980835
1716245182.7765946,22528,4.789999961853027
1716245196.3458703,24576,5.610000133514404
1716245208.2639732,26624,4.570000171661377
1716245220.195456,28672,4.880000114440918
1716245233.5890505,30720,5.71999979019165
1716245247.4841151,32768,5.590000152587891
1716245260.8859372,34816,5.71999979019165
1716245273.112664,36864,5.860000133514404
1716245284.9852853,38912,5.900000095367432
1716245298.7210839,40960,5.03000020980835
1716245312.684877,43008,5.75
1716245325.358096,45056,5.53000020980835
1716245337.2980313,47104,5.789999961853027
1716245350.0622432,49152,6.010000228881836
1716245363.8015006,51200,5.050000190734863
1716245377.5511148,53248,5.630000114440918
1716245390.0103548,55296,5.590000152587891
1716245401.9282038,57344,5.599999904632568
1716245414.5891159,59392,5.260000228881836
1716245428.542661,61440,5.800000190734863
1716245442.4495628,63488,5.820000171661377
1716245454.5774894,65536,5.989999771118164
1716245466.6090617,67584,5.860000133514404
1716245479.8343437,69632,6.230000019073486
1716245493.7346876,71680,5.869999885559082
1716245507.1193948,73728,6.610000133514404
1716245519.1859734,75776,6.019999980926514
1716245531.2547996,77824,6.309999942779541
1716245545.489375,79872,5.659999847412109
1716245559.6628485,81920,5.769999980926514
1716245572.391572,83968,5.860000133514404
1716245584.1312032,86016,5.889999866485596
1716245596.529637,88064,6.090000152587891
1716245610.406035,90112,5.849999904632568
1716245624.2752347,92160,5.630000114440918
1716245636.6138604,94208,5.289999961853027
1716245648.8394501,96256,6.28000020980835
1716245661.5543394,98304,6.090000152587891
1716245675.4708903,100352,6.150000095367432
1716245689.341136,102400,5.269999980926514
1716245701.248739,104448,5.599999904632568
1716245713.4241705,106496,5.869999885559082
1716245726.8288105,108544,5.449999809265137
1716245740.6559222,110592,5.440000057220459
1716245753.8567502,112640,6.389999866485596
1716245765.908684,114688,6.570000171661377
1716245777.8517878,116736,5.630000114440918
1716245791.7094502,118784,5.519999980926514
1716245805.6295185,120832,5.849999904632568
1716245818.2892022,122880,5.53000020980835
1716245830.224573,124928,6.039999961853027
1716245842.5769372,126976,5.900000095367432
1716245856.4863682,129024,5.949999809265137
1716245870.5138352,131072,5.550000190734863
1716245882.6526735,133120,5.699999809265137
1716245894.8187447,135168,6.460000038146973
1716245907.7440827,137216,5.28000020980835
1716245921.6235137,139264,5.650000095367432
1716245935.283103,141312,5.860000133514404
1716245947.3981326,143360,6.400000095367432
1716245959.3999622,145408,5.579999923706055
1716245972.7839384,147456,5.409999847412109
1716245986.819665,149504,5.46999979019165
1716245999.6798174,151552,5.099999904632568
1716246011.808218,153600,5.949999809265137
1716246023.7119753,155648,5.789999961853027
1716246037.4281251,157696,6.510000228881836
1716246051.330389,159744,5.639999866485596
1716246063.9352024,161792,5.860000133514404
1716246075.9102437,163840,6.159999847412109
1716246088.4147341,165888,5.789999961853027
1716246102.4208686,167936,5.760000228881836
1716246116.1467526,169984,5.690000057220459
1716246128.4826088,172032,5.900000095367432
1716246140.5246155,174080,5.989999771118164
1716246153.5839643,176128,5.539999961853027
1716246167.5747485,178176,6.070000171661377
1716246180.9873292,180224,6.5
1716246193.1559649,182272,5.760000228881836
1716246205.2835715,184320,5.590000152587891
1716246218.7424467,186368,5.630000114440918
1716246232.5278153,188416,6.119999885559082
1716246245.5572984,190464,5.460000038146973
1716246257.6555886,192512,6.239999771118164
1716246269.7337036,194560,5.989999771118164
1716246283.6800525,196608,6.239999771118164
1716246297.791636,198656,6.21999979019165
1716246310.327381,200704,6.199999809265137
